name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"44.0607,-75.9928",2020-01-01,33.8,32.8,33.1,25.3,20.6,22.6,26.4,76.2,0.01,100,4.17,"rain,snow",2,3,37.9,22.3,258.7,1004,85.5,7.4,33.4,2.8,2,,2020-01-01T07:39:00,2020-01-01T16:35:57,0.17,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"71820099999,71281099999,72622794790,74370014715,KGTB,71161099999,KART,F3837,LWLN6"
"44.0607,-75.9928",2020-01-02,45.5,30.7,39.5,41.4,21.9,33.3,25.9,58.7,0,0,0,,0.2,3.2,26.4,15.9,203.7,1006.7,53.3,9.9,47.7,4.2,4,,2020-01-02T07:39:04,2020-01-02T16:36:51,0.22,Partially cloudy,Becoming cloudy in the afternoon.,snow,"71820099999,71281099999,72622794790,74370014715,KGTB,71161099999,KART,F3837,LWLN6"
"44.0607,-75.9928",2020-01-03,45.9,38.9,43.6,41.6,35.7,39.3,36,75,0,0,0,,2.7,3,20.8,12.3,224.6,1007,99.6,8.9,13.6,1.2,1,,2020-01-03T07:39:04,2020-01-03T16:37:47,0.26,Overcast,Cloudy skies throughout the day.,snow,"71820099999,71281099999,CTKG,72622794790,CYGK,74370014715,KGTB,71161099999,KART,F3837"
"44.0607,-75.9928",2020-01-04,38.8,31.7,34.2,38.8,25.4,30,30.7,86.9,0.067,100,29.17,"rain,snow",4.8,2.1,,7.5,5.8,1006.7,92.9,6.9,17.6,1.4,1,,2020-01-04T07:39:02,2020-01-04T16:38:44,0.31,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,snow,"71820099999,71281099999,72622794790,74370014715,KGTB,71161099999,KART,F3837"
"44.0607,-75.9928",2020-01-05,30.6,19.1,26.7,27.2,13.7,19.8,19.2,73.3,0,0,0,,0.6,2,25.3,13.2,300.1,1012.3,74.5,9.5,53.4,4.6,3,,2020-01-05T07:38:58,2020-01-05T16:39:43,0.36,Partially cloudy,Partly cloudy throughout the day.,snow,"71820099999,71281099999,72622794790,74370014715,KGTB,71161099999,KART,F3837"
"44.0607,-75.9928",2020-01-06,35.9,25.6,32.2,25.6,18.1,23.5,25.4,76.3,0.014,100,8.33,"rain,snow",0.4,2.2,36.9,23.2,249.5,1009.8,83.5,8.1,34.3,3,2,,2020-01-06T07:38:51,2020-01-06T16:40:44,0.4,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"71820099999,71281099999,72622794790,74370014715,KGTB,71161099999,KART,F3837,LWLN6"
"44.0607,-75.9928",2020-01-07,35,29.6,32.4,31.9,20.5,26.7,21.9,65.1,0,0,0,,0.3,2.5,20.8,10.8,233,1013.9,64.9,9.8,48.1,4.1,3,,2020-01-07T07:38:42,2020-01-07T16:41:47,0.44,Partially cloudy,Partly cloudy throughout the day.,snow,"71820099999,71281099999,CTKG,72622794790,74370014715,KGTB,71161099999,KART,F3837"
"44.0607,-75.9928",2020-01-08,33.5,11.8,27.1,26.4,-3.1,16.5,16.8,65.9,0.035,100,8.33,"rain,snow",0.1,2.7,39.1,21.8,273.1,1015,56,8.9,44.9,3.8,3,,2020-01-08T07:38:30,2020-01-08T16:42:51,0.47,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"71820099999,71281099999,CTKG,72622794790,74370014715,KGTB,71161099999,KART,F3837"
"44.0607,-75.9928",2020-01-09,30.9,2.8,14,21.2,-4.7,6.9,3.3,63,0,0,0,,0,2.5,24.2,12.6,63.3,1037,9.2,9.9,65.2,5.6,4,,2020-01-09T07:38:15,2020-01-09T16:43:56,0.49,Clear,Clear conditions throughout the day.,clear-day,"71820099999,71281099999,CTKG,72622794790,CYGK,74370014715,KGTB,71161099999,KART,F3837"
"44.0607,-75.9928",2020-01-10,45,31.1,40.1,41.6,24,33.3,29.9,68.5,0.027,100,20.83,rain,11.4,8.4,37.9,19,187.1,1024.5,89.5,8.4,8.6,0.7,0,,2020-01-10T07:37:58,2020-01-10T16:45:03,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"71820099999,71281099999,72622794790,74370014715,KGTB,71161099999,KART,F3837,LWLN6"
